证券代码,证券名称
IGAA,ISHARES III PLC ISH E ASIA LOCA
CHH,丘吉尔瓷器
GFTU,GRAFTON GROUP PLC UT (1 ORD)
G500,INVESCO MARKETS PLC INVESCO S&P
GLDU,UBS AG UBS ETC (UBS BBG CMCI GO
ESPJ,INVESCO MARKETS II PLC IVZ MSCI
XAUS,XTRACKERS X S&P ASX 200
WGLD,WISDOMTREE METAL SECURITIES WIS
TEP,TELECOM PLUS PLC ORD 5P
SGBS,WISDOMTREE METAL SECURITIES WIS
HMXA,HSBC ETFS PLC HSBC MSCI PAC EX
GLDD,AMUNDI PHYSICAL METALS PLC AMUN
HDEM,INVESCO MARKETS III PLC INVESCO
FGOV,FIRST TRUST GLOBAL FUNDS PLC FI
SPLW,INVESCO MARKETS II PLC INVESCO
EMXC,MULTI UNITS LUXEMBOURG LYXOR MS
UPAD,ISHARES PLC IS S&P 500 PARIS-AL
W7L,WARPAINT LONDON PLC ORD 25P
MNDI,英国蒙迪集团
XGLD,DB ETC PLC XTRACKERS PHYSICAL G
XGLS,DB ETC PLC XTRACKERS PHYSICAL G
FPXR,FIDELITY UCITS ICAV FIDELITY SU
XCAD,XTRACKERS X MSCI CANADA
SDIV,GLOBAL X ETFS ICAV GLOBAL X SUP
XS2D,XTRACKERS X S&P 500 2X LEVERAGE
PHAU,WISDOMTREE METAL SECURITIES WIS
GBS,GOLD BULLION SECURITIES LD GOLD
FRNW,FIDELITY UCITS ICAV FIDELITY CL
SOHO,TRIPLE POINT SOCIAL HOUSING REI
XGDG,XTRACKERS ETC PUBLIC LIMITED CO
CCH,可口可乐HBC
VDPG,VANGUARD FUNDS PLC VANGUARD FTS
RIAP,LEGAL & GENERAL UCITS ETF PLC L
GCGB,UBS AG UBS ETC (CMCI GOLD) GBP
CPXJ,ISHARES VII PLC ISHRS CORE MSCI
IUKP,ISHARES II PLC ISHARES UK PROPE
XGDU,XTRACKERS ETC PUBLIC LIMITED CO
CPJ1,ISHARES VII PLC ISHRS CORE MSCI
ICSU,ISHARES V PUBLIC LIMITED COMPAN
GDIG,VANECK VECTORS UCITS ETFS PLC V
SUJS,ISHARES IV PLC ISHS MSCI JPN SR
GIGB,VANECK VECTORS UCITS ETFS PLC V
UPR,UNIPHAR PLC ORD EUR0.08
DGSD,WISDOMTREE ISSUER PLC  WT EMERG
WDS,WOODSIDE ENERGY GROUP LTD ORD N
HTWO,LEGAL & GENERAL UCITS ETF PLC L
GBSP,WISDOMTREE HEDGED METAL SECURIT
INCH,英之杰集团
CRDA,禾大国际
BULL,WISDOMTREE COMMODITY SECURITIES
ICDU,ISHARES V PUBLIC LIMITED COMPAN
CLWD,MULTI UNITS LUXEMBOURG LYXOR WO
ISDW,ISHARES II PLC ISHRS MSCI WRLD
YCA,YELLOW CAKE PLC ORD GBP0.01
DEC,DIVERSIFIED ENERGY COMPANY PLC
FEMU,FIRST TRUST GLOBAL FUNDS PUBLIC
HIDR,HSBC ETFS PLC HSBC MSCI INDONES
DEMS,WISDOMTREE ISSUER PLC  WT EM EI
RR.,劳斯莱斯
UTLG,UIL FINANCE LIMITED 2024 ZDP SH
JUST,JUST GROUP PLC ORD 10P
DPYE,ISHARES II PLC ISH DEV MKTS PPT
PADV,SSGA SPDR ETFS EUROPE I PLC SPD
FMQP,HANETF ICAV FMQQ NFI & ECOMMERC
RECI,REAL ESTATE CREDIT INVESTMENTS
IGEA,ISHARES III PLC ISHRS EMR ASIA
AO.,AO WORLD PLC ORD 0.25P
CKGG,CIRCA5000 ICAV C5K GREEN ENERGY
FAIR,FAIR OAKS INCOME LIMITED 2021 S
TCAP,TP ICAP GROUP PLC ORD 25P
SDP,SCHRODER ASIAPACIFIC FUND PLC O
TEM,TEMPLETON EMERGING MARKETS INVE
HUM,HUMMINGBIRD RESOURCES PLC ORD 1
DORE,DOWNING RENEWABLES & INFRASTRUC
EQQQ,INVESCO MARKETS III PLC INVESCO
EMHD,INVESCO MARKETS III PLC INVESCO
LSIL,WISDOMTREE COMMODITY SECURITIES
SXLK,SSGA SPDR ETFS EUROPE II PLC SP
VAPU,VANGUARD FUNDS PLC VANGUARD FTS
PAXJ,MULTI UNITS LUXEMBOURG LYX ETF
HIDD,HSBC ETFS PLC HSBC MSCI INDONES
IUSP,ISHARES II PLC ISHRS US PROP YI
SUPR,SUPERMARKET INCOME REIT PLC ORD
LTAM,ISHARES II PLC ISHRS MSCI EM LA
ASIT,ABERFORTH SPLIT LEVEL INCOME TR
AIGP,WISDOMTREE COMMODITY SECURITIES
SALL,WISDOMTREE COMMODITY SECURITIES
BCHN,INVESCO MARKETS II PLC IVZ ELWO
ISDU,ISHARES II PLC ISHRS MSCI USA I
S5SD,UBS (IRL) ETF PLC UBS ETF S&P 5
CEY,CENTAMIN PLC ORD NPV (DI)
CNDX,ISHARES VII PLC ISHRS NASDAQ 10
RSGL,AMUNDI ETF LYXOR RUSSELL 1000 G
ISUS,ISHARES II PLC ISHRS MSCI USA I
SAGA,SAGA PLC ORD 15P
BGHL,BOUSSARD & GAVAUDAN HOLDING LIM
CTEG,GLOBAL X ETFS ICAV GLOBAL X CLE
5ESG,UBS (IRL) ETF PLC UBS ETF S&P 5
ASDV,SSGA SPDR ETFS EUROPE I PLC SPD
DXJ,WISDOMTREE ISSUER PLC  WT JAPAN
FRES,弗雷斯尼洛
EMDV,SSGA SPDR ETFS EUROPE I PLC SPD
BRK,布鲁克斯麦克唐纳集团
PTSB,PERMANENT TSB GROUP HOLDINGS PL
BGCG,BAILLIE GIFFORD CHINA GROWTH TR
AUGM,AUGMENTUM FINTECH PLC ORD GBP0.
IEDY,ISHARES V PUBLIC LIMITED COMPAN
XUSD,DB-XTRACKERS X MSCI USA SWAP 1D
BOY,鲍迪克
XZSS,DB-XTRACKERS X S&P 500 ESG UCIT
JHD,JAMES HALSTEAD PLC ORD 5P
NRR,NEWRIVER REIT PLC ORD 1P
FNX,FONIX MOBILE PLC ORD 0.1P
ALTN,ALTYNGOLD PLC ORD 10P
OIT,ODYSSEAN INVESTMENT TRUST PLC O
BOOT,BOOT (HENRY) PLC ORD 10P
DEM,WISDOMTREE ISSUER PLC  WT EMERG
FRQX,FRANKLIN LIBERTYSHARES ICAV FRK
SPEP,INVESCO MARKETS PLC IVZ S&P 500
SJPY,WISDOMTREE FOREIGN EXCHANGE LIM
ZERP,HANETF ICAV HAN S&P GBL CLN ENG
FVUB,FRANKLIN LIBERTYSHARES ICAV FRK
N91,NINETY ONE PLC ORD ￡0.0001
EMXU,AMUNDI INDEX SOLUTIONS AM MSCI
PMP,PORTMEIRION GROUP PLC ORD 5P
BUT,BRUNNER INVESTMENT TRUST PLC OR
CTEK,GLOBAL X ETFS ICAV GLOBAL X CLE
VDPX,VANGUARD FUNDS PLC VANGUARD FTS
BKCN,WISDOMTREE WT BLOCKCHAIN UCITS
HSBA,汇丰控股
CNA,英国森特理克
CMX1,ISHARES VII PLC ISHRS MSCI MEXI
XGID,XTRACKERS X S&P GLOBAL INFRA SW
ISDE,ISHARES II PLC ISHRS MSCI EM IS
EDVD,SSGA SPDR ETFS EUROPE I PLC SPD
JPGB,WISDOMTREE FOREIGN EXCHANGE LIM
SGRO,思格卢公司
DEMR,WISDOMTREE ISSUER PLC  WT EM EI
SPXE,INVESCO MARKETS PLC IVZ S&P 500
GTC,GETECH GROUP PLC ORD 0.25P
XDER,XTRACKERS X FTSE EUROPE REAL ES
XZSP,DB-XTRACKERS X S&P 500 ESG UCIT
TMI,TAYLOR MARITIME INVESTMENTS LIM
IDUP,ISHARES II PLC ISHRS US PROP YI
HDLG,INVESCO MARKETS III PLC INVESCO
XLKQ,INVESCO MARKETS PLC INVESCO TEC
AUAD,UBS (IRL) ETF PLC UBSETF MSCI A
BATS,英美烟草
IDIN,ISHARES II PLC ISHRS GLOBAL INF
JMAT,庄信万丰
FLQA,FRANKLIN LIBERTYSHARES ICAV FRK
XSCD,XTRACKERS (IE) PUBLIC LIMITED C
DLTM,ISHARES II PLC ISHRS MSCI EM LA
TFW,THORPE (F.W.) PLC ORD 1P
MHPC,MHP SE GDR (EACH REPR 1 ORD) (R
HOGS,WISDOMTREE COMMODITY SECURITIES
XLKS,INVESCO MARKETS PLC INVESCO TEC
LCJG,AMUNDI ETF LYXOR CORE MSCI JAPA
SRSA,ISHARES III PLC ISHRS MSCI SOUT
ITV,英国独立电视台
PHP,PRIMARY HEALTH PROPERTIES PLC O
ZERO,HANETF ICAV HAN S&P GBL CLN ENG
XMID,XTRACKERS X MSCI INDONESIA SWAP
LCFE,WISDOMTREE COMMODITY SECURITIES
XUCD,XTRACKERS (IE) PUBLIC LIMITED C
XSGI,XTRACKERS X S&P GLOBAL INFRA SW
ORIT,OCTOPUS RENEWABLES INFRASTRUCTU
R1GR,ISHARES PLC ISHS RSL 1000 GROWT
DSUS,AMUNDI ETF LYX ETF 10Y US T DAI
ATG,AUCTION TECHNOLOGY GROUP PLC OR
NASL,MULTI UNITS LUXEMBOURG LYXOR NA
CWK,CRANSWICK PLC ORD 10P
SUK2,LEGAL & GENERAL UCITS ETF PUBLI
RICA,RUFFER INVESTMENT COMPANY LTD R
DXJA,WISDOMTREE ISSUER PLC  WT JAPAN
VSL,VPC SPECIALTY LENDING INVESTMEN
PSH,PERSHING SQUARE HOLDINGS LTD OR
CNX1,ISHARES VII PLC ISHRS NASDAQ 10
WYN,WYNNSTAY GROUP PLC ORD 25P
CMXC,ISHARES VII PLC ISHRS MSCI MEXI
XNAQ,XTRACKERS (IE) PLC X NASDAQ 100
IUMS,ISHARES V PUBLIC LIMITED COMPAN
ITH,ITHACA ENERGY PLC ORD 1P
XSTC,XTRACKERS (IE) PUBLIC LIMITED C
VJPU,VANGUARD FUNDS PLC VANGUARD FTS
IJPH,ISHARES V PUBLIC LIMITED COMPAN
TPHU,AMUNDI INDEX SOLUTIONS AMUNDI J
EQSG,INVESCO MARKETS PLC IVZ NASDAQ-
IAUP,ISHARES V PUBLIC LIMITED COMPAN
SFE,SAFESTYLE UK PLC ORD 1P
TPHG,AMUNDI INDEX SOLUTIONS AMUNDI J
HLCL,HELICAL PLC ORD 1P
XDNG,XTRACKERS (IE) PUBLIC LIMITED C
EQGB,INVESCO MARKETS III PLC INVESCO
0O1O,VETOQUINOL ORD SHS
JPHG,AMUNDI INDEX SOLUTIONS AMUNDI N
XMEX,XTRACKERS X MSCI MEXICO
JAGI,JPMORGAN ASIA GROWTH & INCOME P
NWF,NWF GROUP PLC ORD 25P
TM17,TEAM17 GROUP PLC ORD GBP0.01
FJV,FIDELITY JAPAN TRUST PLC ORD 25
EQQD,INVESCO MARKETS PLC IVZ NASDAQ-
RSW,雷尼绍
XUTC,XTRACKERS (IE) PUBLIC LIMITED C
PHPD,WISDOMTREE METAL SECURITIES WIS
GENL,GENEL ENERGY PLC ORD 10P
JPHU,AMUNDI INDEX SOLUTIONS AMUNDI N
XLBP,INVESCO MARKETS PLC INVESCO MAT
SXLC,SSGA SPDR ETFS EUROPE II PLC SP
XMTW,XTRACKERS X MSCI TAIWAN
LPA,LPA GROUP PLC ORD 10P
ANXU,AMUNDI INDEX SOLUTIONS AMUNDI N
CSKR,ISHARES VII PLC ISHRS MSCI KORE
N4US,INVESCO MARKETS PLC INVESCO NIK
LXI,LXI REIT PLC ORD 1P
AAS,ABRDN ASIA FOCUS PLC ORD 5P
ANXG,AMUNDI INDEX SOLUTIONS AMUNDI N
0LOE,VANGUARD SMALL-CAP GROWTH INDEX
IAT,INVESCO ASIA TRUST PLC ORD 10P
HKOR,HSBC ETFS PLC HSBC MSCI KOREA U
HKOD,HSBC ETFS PLC HSBC MSCI KOREA U
BCPT,BALANCED COMMERCIAL PROPERTY TR
HEIT,HARMONY ENERGY INCOME TRUST PLC
JPEH,SSGA SPDR ETFS EUROPE I PLC DR
DEMD,WISDOMTREE ISSUER PLC  WT EMERG
TECW,SSGA SPDR ETFS EUROPE SPDR MSCI
AEG,ACTIVE ENERGY GROUP PLC ORD GBP
EQQU,INVESCO MARKETS III PLC INVESCO
NASD,MULTI UNITS LUXEMBOURG LYXOR NA
EMHF,FUNDLOGIC ALTERNATIVES PLC SCIB
ALAG,AMUNDI INDEX SOLUTIONS AMUNDI M
LIT,LITIGATION CAPITAL MANAGEMENT L
HCM,和黄医药(UK)
EQQS,INVESCO MARKETS PLC IVZ NASDAQ-
XNAS,XTRACKERS (IE) PLC X NASDAQ 100
0HDU,BOUVET ORD SHS
HMEX,HSBC ETFS PLC HSBC MSCI MEXICO
ISAG,ISHARES V PUBLIC LIMITED COMPAN
HTWN,HSBC ETFS PLC HSBC MSCI TAIWAN
CBP,CURTIS BANKS GROUP PLC ORD 0.5P
3IN,3I INFRASTRUCTURE PLC ORD NPV
WBLK,WISDOMTREE WT BLOCKCHAIN UCITS
JLP,JUBILEE METALS GROUP PLC ORD 1P
CAPD,CAPITAL LD COMM SHS USD0.0001 (
HMLA,HSBC ETFS PLC HSBC MSCI EM LATI
LAUU,MULTI UNITS LUXEMBOURG LYXOR AU
PAF,泛非资源
IJPE,ISHARES V PUBLIC LIMITED COMPAN
XMUJ,XTRACKERS X MSCI JAPAN USD
DXJP,WISDOMTREE ISSUER PLC  WISDOMTR
HMLD,HSBC ETFS PLC HSBC MSCI EM LATI
TNOW,MULTI UNITS LUXEMBOURG LYXOR ET
IRSA,ISHARES III PLC ISHRS MSCI SOUT
BGFD,BAILLIE GIFFORD JAPAN TRUST PLC
SAUS,ISHARES III PLC ISHRS MSCI AUST
WOSG,WATCHES OF SWITZERLAND GROUP PL
RMV,RIGHTMOVE PLC ORD 0.1P
SLFX,SLF REALISATION FUND LIMITED C
XDWT,XTRACKERS (IE) PUBLIC LIMITED C
HILS,HILL & SMITH PLC ORD 25P
IUIT,ISHARES V PUBLIC LIMITED COMPAN
FMQQ,HANETF ICAV FMQQ NFI & ECOMMERC
ASL,ABERFORTH SMALLER COMPANIES TRU
GSEO,VH GLOBAL SUSTAINABLE ENERGY OP
KRWL,MULTI UNITS LUXEMBOURG LYXOR MS
XLBS,INVESCO MARKETS PLC INVESCO MAT
XMTD,XTRACKERS X MSCI TAIWAN
GACA,GENERAL ACCIDENT PLC 8 7/8% CUM
UB0D,UBS ETF UBSETF MSCI JAPAN HGBP
IJPD,ISHARES PLC ISHARES MSCI JAPAN
ITWN,ISHARES PLC ISHARES MSCI TAIWAN
XDNU,XTRACKERS (IE) PUBLIC LIMITED C
HDLV,INVESCO MARKETS III PLC INVESCO
HTWD,HSBC ETFS PLC HSBC MSCI TAIWAN
ALAU,AMUNDI INDEX SOLUTIONS AMUNDI M
IBZL,ISHARES PLC ISHARES MSCI BRAZIL
KRW,MULTI UNITS LUXEMBOURG LYXOR MS
IAUS,ISHARES III PLC ISHRS MSCI AUST
INFR,ISHARES II PLC ISHRS GLOBAL INF
LDG,LOGISTICS DEVELOPMENT GROUP PLC
PCT,POLAR CAPITAL TECHNOLOGY TRUST
FRXT,FRANKLIN LIBERTYSHARES ICAV FRK
SEDY,ISHARES V PUBLIC LIMITED COMPAN
IKOR,ISHARES PLC ISHARES MSCI KOREA
WINV,WORSLEY INVESTORS LIMITED ORD N
JPSG,ISHARES PLC ISHARES MSCI JPN SR
SPAG,ISHARES V PUBLIC LIMITED COMPAN
IITU,ISHARES V PUBLIC LIMITED COMPAN
WTEC,SSGA SPDR ETFS EUROPE II PLC SP
HVPE,HARBOURVEST GLOBAL PRIVATE EQUI
IDTW,ISHARES PLC ISHARES MSCI TAIWAN
0LY1,WISDOMTREE INVESTMENTS INC WISD
HAT,H&T GROUP PLC ORD 5P
GLRA,SSGA SPDR ETFS EUROPE I PLC SPD
IGC,INDIA CAPITAL GROWTH FUND LIMIT
JPXX,MULTI UNITS LUXEMBOURG LYX ETF
SXLB,SSGA SPDR ETFS EUROPE II PLC SP
PSHD,PERSHING SQUARE HOLDINGS LTD OR
FLRK,FRANKLIN LIBERTYSHARES ICAV FRK
XKS2,XTRACKERS X MSCI KOREA
SAFE,SAFESTORE HOLDINGS PLC ORD 1P
DES2,LEGAL & GENERAL UCITS ETF PUBLI
GXLC,SSGA SPDR ETFS EUROPE II PLC SP
OOA,OCTOPUS AIM VCT PLC ORD 1P
WTEG,INVESCO IVZ S&P WLD IT ESG UCIT
USF,US SOLAR FUND PLC ORD USD0.01
UTIL,SSGA SPDR ETFS EUROPE II PLC SP
2BUL,WISDOMTREE WISDOMTREE GOLD 2X D
CLIG,伦敦城市投资集团
GILD,GUILD ESPORTS PLC ORD GBP0.001
CSN,CHESNARA PLC ORD 5P
XKSD,XTRACKERS X MSCI KOREA
GINC,FIRST TRUST GLOBAL FUNDS PUBLIC
VCT,威格斯
JPXU,MULTI UNITS LUXEMBOURG LYX ETF
BPM,B.P. MARSH & PARTNERS PLC ORD 1
IDKO,ISHARES PLC ISHARES MSCI KOREA
GLEN,嘉能可
WDTE,INVESCO IVZ S&P WLD IT ESG UCIT
HAS,瀚纳仕人才管理咨询
IMSU,ISHARES V PUBLIC LIMITED COMPAN
PHEF,FUNDLOGIC ALTERNATIVES PLC SCIB
JGGI,JPMORGAN GLOBAL GROWTH & INCOME
0K97,ELECNOR ORD SHS
XLCP,INVESCO MARKETS PLC IVZ COMMUNI
IBT,INTERNATIONAL BIOTECHNOLOGY TRU
0QSV,EKINOPS ORD SHS
STAN,渣打集团
FLXT,FRANKLIN LIBERTYSHARES ICAV FRK
TOWN,TOWN CENTRE SECURITIES PLC ORD
XMBR,XTRACKERS X MSCI BRAZIL 1C
RWI,RENEWI PLC ORD GBP1.00
AIGS,WISDOMTREE COMMODITY SECURITIES
REAT,REACT GROUP PLC ORD 0.25P
DX.,DX (GROUP) PLC ORD 1P
IQE,IQE PLC ORD 1P
SOND,HIPGNOSIS SONGS FUND LD ORD NPV
OMU,OLD MUTUAL LIMITED ORD NPV (DI)
XLCS,INVESCO MARKETS PLC IVZ COMMUNI
LBUL,WISDOMTREE COMMODITY SECURITIES
BRZ,AMUNDI INDEX SOLUTIONS AMUNDI M
RBG,REVOLUTION BARS GROUP PLC ORD 0
RENG,LEGAL & GENERAL UCITS ETF PLC L
RNWH,RENEW HOLDINGS PLC ORD 10P
GIF,GULF INVESTMENT FUND PLC ORD US
ITM,ITM POWER PLC ORD 5P
AV.A,AVIVA PLC 8 3/4% CUM IRRD PRF #
NSI,NEW STAR INVESTMENT TRUST PLC O
IDBZ,ISHARES PLC ISHARES MSCI BRAZIL
SBID,印度国家银行
IOM,IOMART GROUP PLC ORD 1P
THRL,TARGET HEALTHCARE REIT PLC ORD
HGEN,HYDROGENONE CAPITAL GROWTH PLC
ELIX,ELIXIRR INTERNATIONAL PLC ORD 0
UKRE,ISHARES III PLC ISHRS MSCI TRGT
KIST,KISTOS HOLDINGS PLC ORD GBP0.10
VSVS,VESUVIUS PLC ORD 10P
LORD,LORDS GROUP TRADING PLC ORD 0.5
SHRS,SHIRES INCOME PLC ORD 50P
HOT,HENDERSON OPPORTUNITES TRUST PL
XMBD,XTRACKERS X MSCI BRAZIL 1C
AVAP,AVATION PLC ORD 1P
RNEP,ECOFIN U.S. RENEWABLES INFRASTR
CNC,CONCURRENT TECHNOLOGIES PLC ORD
APAX,APAX GLOBAL ALPHA LIMITED ORD N
MPO,MACAU PROPERTY OPPORTUNITIES FU
KWS,KEYWORDS STUDIOS PLC ORD 1P
0MKF,ZKB GOLD ETF AA USD
SUS,S & U PLC ORD 12 1/2P
OSEC,OCTOPUS AIM VCT 2 PLC ORD 0.01P
RIOL,MULTI UNITS LUXEMBOURG LYXOR MS
BUR,伯福德资本
SMSD,SAMSUNG ELECTRONICS CO LTD (ATT
ENOG,ENERGEAN PLC ORD 1P
0I4X,CROWN HOLDINGS ORD SHS
FLXB,FRANKLIN LIBERTYSHARES ICAV FRK
TGR,TIRUPATI GRAPHITE PLC ORD GBP 0
QLT,QUILTER PLC ORD 8 1/6P
XMLA,XTRACKERS X MSCI EM LATAM SWAP
SEU3,WISDOMTREE FOREIGN EXCHANGE LIM
GLV,GLENVEAGH PROPERTIES PLC ORD EU
CRST,CREST NICHOLSON HOLDINGS PLC OR
RIO,力拓(UK)
KOIP,HANETF ICAV ETC GDA & BLOCKCHAI
SBRE,SABRE INSURANCE GROUP PLC ORD G
XWTS,XTRACKERS (IE) PUBLIC LIMITED C
BOTB,BEST OF THE BEST PLC ORD 5P
0MTV,ISHARES S&P 500 CHF HEDGED UCIT
0OHC,GROUPE GORGE ORD SHS
SBRY,森宝利(英伯瑞)
FP.,FONDUL PROPRIETATEA S.A. GDR (E
COTN,WISDOMTREE COMMODITY SECURITIES
0GEA,MAHA ENERGY ORD SHS
SIHL,SYMPHONY INTERNATIONAL HOLDINGS
LBE,LONGBOAT ENERGY PLC ORD 10P (RE
RAT,RATHBONES GROUP PLC ORD 5P
LAND,土地证券集团
SOS,SOSANDAR PLC ORD 0.1P
AWEM,ASHOKA WHITEOAK EMERGING MARKET
FLXK,FRANKLIN LIBERTYSHARES ICAV FRK
WINE,威严葡萄酒
CGS,CASTINGS PLC ORD 10P
PIN,PANTHEON INTERNATIONAL PLC ORD
ESNT,ESSENTRA PLC ORD 25P
WTEL,SSGA SPDR ETFS EUROPE II PLC SP
SBUS,UBS AG UBS ETC (CMCI SUGAR) USD
LTOD,LARSEN AND TOUBRO LIMITED GDS (
RIOU,MULTI UNITS LUXEMBOURG LYXOR MS
UPGS,UP GLOBAL SOURCING HOLDINGS PLC
PCTN,PICTON PROPERTY INCOME LD ORD N
SCT,SOFTCAT PLC ORD ￡0.0005
UKCM,UK COMMERCIAL PROPERTY REIT LIM
ARIX,ARIX BIOSCIENCE PLC ORD 0.001P
SFOR,S4 CAPITAL PLC ORD 25P
SMSN,SAMSUNG ELECTRONICS CO LTD (ATT
XDWU,XTRACKERS (IE) PUBLIC LIMITED C
NG.,英国国家电网
GEN,GENUIT GROUP PLC ORD GBP0.001
XMLD,XTRACKERS X MSCI EM LATAM SWAP
0OQQ,INFOTEL ORD SHS
3CFL,WISDOMTREE COMMODITY SECURITIES
XUCM,XTRACKERS (IE) PLC X MSCI USA C
BKCG,GLOBAL X ETFS ICAV GLOBAL X BLO
UTLI,UIL FINANCE LIMITED 2028 ZDP SH
SUP3,WISDOMTREE FOREIGN EXCHANGE LIM
HMED,HSBC ETFS PLC HSBC MSCI MEXICO
TRIG,可再生能源基础设施集团
ACRM,ACUITY RM GROUP PLC ORD 0.1P
0U5I,ISHARES S&P GLOBAL FINANCIALS S
HFEL,HENDERSON FAR EAST INCOME LIMIT
ESP,EMPIRIC STUDENT PROPERTY PLC OR
AML,阿斯顿马丁
0QDT,ASETEK A/S ASETEK ORD SHS
HBRL,HSBC ETFS PLC HSBC MSCI BRAZIL
0LHS,UDR REIT ORD SHS
I3E,I3 ENERGY PLC ORD 0.01P
ARBB,ARBUTHNOT BANKING GROUP PLC ORD
MHID,MAHINDRA & MAHINDRA LIMITED GDR
INSE,INSPIRED PLC ORD 1.25P
TAM,TATTON ASSET MANAGEMENT PLC ORD
BRFI,BLACKROCK FRONTIERS INVESTMENT
IUCM,ISHARES V PUBLIC LIMITED COMPAN
WUTI,SSGA SPDR ETFS EUROPE II PLC SP
SAV,SAVANNAH RESOURCES PLC ORD 1P
RSE,RIVERSTONE ENERGY LIMITED ORD N
INPP,INTERNATIONAL PUBLIC PARTNERSHI
SRC,SIGMAROC PLC ORD 1P
AEP,英东种植园
SEE,SEEING MACHINES LIMITED ORD NPV
0GGK,VESTJYSK BANK ORD SHS
CAML,中亚金属
PRSR,PRS REIT (THE) PLC ORD 1P
KOIN,HANETF ICAV ETC GDA & BLOCKCHAI
0QKN,CHOCOLADEFABR LINDT&SPRUEN ORD
TMO,TIME OUT GROUP PLC ORD GBP0.001
GPE,GREAT PORTLAND ESTATES PLC ORD
BHP,BHP GROUP LIMITED ORD NPV (DI)
SBRT,WISDOMTREE COMMODITY SECURITIES
SNGA,WISDOMTREE COMMODITY SECURITIES
TIME,TIME FINANCE PLC ORD 10P
BOKU,"BOKU, INC. ORD USD0.0001 (DI) R"
BBB,BIGBLU BROADBAND PLC ORD 15P
CAR,卡柯洛
BKCH,GLOBAL X ETFS ICAV GLOBAL X BLO
HMBR,HSBC ETFS PLC HSBC MSCI BRAZIL
NCYT,NOVACYT S.A. EUR1/15TH (CDI)
TRY,TR PROPERTY INVESTMENT TRUST PL
SCS,SCS GROUP PLC ORD 0.1P
GWMO,GREAT WESTERN MINING CORPORATIO
0QQG,ROMANDE ENERGIE HOLDING SA ROMA
ATT,ALLIANZ TECHNOLOGY TRUST PLC OR
SPO,SPORTECH PLC ORD 20P
SMD,"SPECTRAL MD HOLDINGS, LTD CMN S"
CCC,COMPUTACENTER PLC ORD 7 5/9P
IWG,IWG PLC ORD 1P
SMS,智能电表系统
TYT,丰田汽车(UK)
ASCI,ABRDN SMALLER COMPANIES INCOME
0IH4,TONNELLERIE FRANCOIS FRERES ORD
ITX,ITACONIX PLC ORD 1P
BHMG,BH MACRO LIMITED ORD NPV (GBP)
SUGA,WISDOMTREE WISDOMTREE SUGAR
0R3M,VIVORYON THERAPEUTICS NV VIVORY
IUSU,ISHARES V PUBLIC LIMITED COMPAN
PCA,PALACE CAPITAL PLC ORD 10P
RKW,ROCKWOOD REALISATION PLC ORD 50
HICL,HICL INFRASTRUCTURE PLC ORD 0.0
AEWU,AEW UK REIT PLC ORD GBP0.01
CCEP,可口可乐欧洲太平洋合伙(UK)
BAKK,BAKKAVOR GROUP PLC ORD 2P
IUUS,ISHARES V PUBLIC LIMITED COMPAN
WHR,WAREHOUSE REIT PLC ORD 1P
CBOX,CAKE BOX HOLDINGS PLC ORD GBP0.
LOK,LOK'N STORE GROUP PLC ORD 1P
DISH,BIGDISH PLC ORD NPV
XLUP,INVESCO MARKETS PLC INVESCO UTI
KNB,KANABO GROUP PLC ORD 2.5P
0KTX,RAPID7 ORD SHS
USFP,US SOLAR FUND PLC ORD USD0.01 (
SOIL,WISDOMTREE COMMODITY SECURITIES
NBPE,NB PRIVATE EQUITY PARTNERS LIMI
VAST,VAST RESOURCES PLC ORD 0.1P
ELM,海名斯
XLUS,INVESCO MARKETS PLC INVESCO UTI
UEM,UTILICO EMERGING MARKETS TRUST
UFO,ALIEN METALS LIMITED COM SHS NP
RHM,ROUND HILL MUSIC ROYALTY FUND L
IKA,ILIKA PLC ORD 1P
EXR,ENGAGE XR HOLDINGS PLC ORD EUR0
BKS,BEEKS FINANCIAL CLOUD GROUP PLC
UKW,GREENCOAT UK WIND PLC ORD 1P
SXLU,SSGA SPDR ETFS EUROPE II PLC SP
AMS,ADVANCED MEDICAL SOLUTIONS GROU
TENG,TEN LIFESTYLE GROUP PLC ORD 0.1
CIC,CONYGAR INVESTMENT COMPANY PLC
NAS,NORTH ATLANTIC SMALLER COMPANIE
PDL,佩特拉钻石
ALPH,ALPHA GROUP INTERNATIONAL PLC O
SST,SCOTTISH ORIENTAL SMALLER COMPA
0QIF,SNOWWORLD ORD SHS
JOG,JERSEY OIL AND GAS PLC ORD 1P
VID,VIDENDUM PLC ORD 20P
GACB,GENERAL ACCIDENT PLC 7 7/8% CUM
GHE,GRESHAM HOUSE PLC ORD 25P
FRAN,FRANCHISE BRANDS PLC ORD 0.5P
1OIS,WISDOMTREE WISDOMTREE WTI CRUDE
CWR,CERES POWER HOLDINGS PLC ORD GB
RST,RESTORE PLC ORD 5P
TINM,WISDOMTREE COMMODITY SECURITIES
IPX,IMPAX ASSET MANAGEMENT GROUP PL
GSF,GORE STREET ENERGY STORAGE FUND
FDBK,FEEDBACK PLC ORD 50P
0M0F,TANDEM DIABETES CARE ORD SHS
SJP3,WISDOMTREE FOREIGN EXCHANGE LIM
DRV,DRIVER GROUP PLC ORD 0.4P
HTG,亨廷
